No.,Source,Destination,Protocol,Length
13270,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13271,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13272,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13273,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13274,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13275,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13276,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13277,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13278,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13279,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13280,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13281,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1114
13289,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::95,QUIC,98
13290,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::95,QUIC,93
13291,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::95,QUIC,93
13292,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::95,QUIC,94
13293,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::95,QUIC,93
13294,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::95,QUIC,93
13295,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::95,QUIC,93
13297,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::95,QUIC,292
13298,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::95,QUIC,194
13299,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,86
13300,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1288
13301,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13302,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::95,QUIC,97
13303,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,946
13304,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1288
13305,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13306,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13307,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13308,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13309,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13310,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13311,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13312,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13313,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13314,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13318,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::95,QUIC,97
13319,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::95,QUIC,93
13320,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::95,QUIC,93
13321,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::95,QUIC,93
13322,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::95,QUIC,93
13323,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::95,QUIC,93
13332,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13333,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,646
13335,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::95,QUIC,93
13339,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,85
13364,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::95,QUIC,194
13366,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1288
13367,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13368,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13369,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::95,QUIC,97
13370,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13371,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13372,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::95,QUIC,93
13373,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13374,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13375,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::95,QUIC,93
13376,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13377,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13378,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13379,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13380,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13381,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,507
13382,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::95,QUIC,93
13383,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::95,QUIC,93
13384,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::95,QUIC,93
13388,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::95,QUIC,94
13389,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,87
13390,192.168.46.2,224.0.0.251,MDNS,262
13391,fe80::1867:809a:daeb:dc0,ff02::fb,MDNS,282
13392,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::95,QUIC,195
13393,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1288
13394,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13395,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::95,QUIC,97
13396,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13397,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13398,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13399,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::95,QUIC,93
13400,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13401,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13402,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13403,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13404,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13405,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13406,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13407,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,987
13408,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::95,QUIC,93
13409,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::95,QUIC,94
13410,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::95,QUIC,94
13411,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::95,QUIC,94
13412,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::95,QUIC,95
13413,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,87
13414,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,987
13415,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::95,QUIC,96
13426,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::95,QUIC,201
13449,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1288
13450,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,957
13451,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::95,QUIC,98
13475,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c08::9a,QUIC,1292
13476,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c08::9a,QUIC,1292
13477,192.168.46.2,74.125.138.148,QUIC,1292
13478,192.168.46.2,74.125.138.148,QUIC,1292
13482,2607:f8b0:4002:c0f::95,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,87
13484,2607:f8b0:4002:c08::9a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,102
13485,74.125.138.148,192.168.46.2,QUIC,82
13487,2607:f8b0:4002:c08::9a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13488,2607:f8b0:4002:c08::9a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13493,2607:f8b0:4002:c08::9a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13494,2607:f8b0:4002:c08::9a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13495,2607:f8b0:4002:c08::9a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1227
13496,74.125.138.148,192.168.46.2,QUIC,1292
13497,74.125.138.148,192.168.46.2,QUIC,1292
13500,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c08::9a,QUIC,1292
13501,74.125.138.148,192.168.46.2,QUIC,1292
13502,74.125.138.148,192.168.46.2,QUIC,1292
13503,74.125.138.148,192.168.46.2,QUIC,1248
13504,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c08::9a,QUIC,1292
13505,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c08::9a,QUIC,225
13506,192.168.46.2,74.125.138.148,QUIC,1292
13507,192.168.46.2,74.125.138.148,QUIC,82
13508,192.168.46.2,74.125.138.148,QUIC,202
13509,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c08::9a,QUIC,535
13510,192.168.46.2,74.125.138.148,QUIC,1288
13511,192.168.46.2,74.125.138.148,QUIC,1292
13512,192.168.46.2,74.125.138.148,QUIC,1107
13513,192.168.46.2,74.125.138.148,QUIC,103
13517,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c09::71,QUIC,1165
13519,192.168.46.2,74.125.138.148,QUIC,1292
13522,192.168.46.2,74.125.138.148,QUIC,1292
13523,192.168.46.2,74.125.138.148,QUIC,551
13524,192.168.46.2,74.125.138.148,QUIC,102
13525,2607:f8b0:4002:c08::9a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1031
13526,2607:f8b0:4002:c08::9a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,183
13527,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c08::9a,QUIC,93
13528,74.125.138.148,192.168.46.2,QUIC,993
13529,74.125.138.148,192.168.46.2,QUIC,163
13530,74.125.138.148,192.168.46.2,QUIC,65
13531,74.125.138.148,192.168.46.2,QUIC,65
13532,2607:f8b0:4002:c08::9a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,89
13533,2607:f8b0:4002:c08::9a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1288
13534,2607:f8b0:4002:c08::9a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13535,2607:f8b0:4002:c08::9a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13536,2607:f8b0:4002:c08::9a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13537,2607:f8b0:4002:c08::9a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13538,2607:f8b0:4002:c08::9a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13539,192.168.46.2,74.125.138.148,QUIC,73
13540,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c08::9a,QUIC,97
13541,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c08::9a,QUIC,93
13542,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c08::9a,QUIC,93
13543,2607:f8b0:4002:c08::9a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13544,2607:f8b0:4002:c08::9a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13545,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c08::9a,QUIC,93
13546,2607:f8b0:4002:c08::9a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13547,2607:f8b0:4002:c08::9a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13548,2607:f8b0:4002:c08::9a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13549,2607:f8b0:4002:c09::71,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,142
13550,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c08::9a,QUIC,93
13551,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c08::9a,QUIC,93
13552,2607:f8b0:4002:c08::9a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13553,2607:f8b0:4002:c08::9a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13554,2607:f8b0:4002:c08::9a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13555,2607:f8b0:4002:c08::9a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13556,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c08::9a,QUIC,93
13557,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c08::9a,QUIC,93
13558,2607:f8b0:4002:c08::9a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13559,2607:f8b0:4002:c08::9a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13560,2607:f8b0:4002:c08::9a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13561,2607:f8b0:4002:c08::9a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13562,2607:f8b0:4002:c08::9a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,152
13563,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c08::9a,QUIC,93
13564,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c08::9a,QUIC,93
13565,74.125.138.148,192.168.46.2,QUIC,69
13566,74.125.138.148,192.168.46.2,QUIC,65
13568,74.125.138.148,192.168.46.2,QUIC,1184
13569,192.168.46.2,74.125.138.148,QUIC,77
13570,74.125.138.148,192.168.46.2,QUIC,824
13571,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c09::71,QUIC,98
13572,2607:f8b0:4002:c0c::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,UDP,222
13579,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0c::5f,UDP,95
13581,2607:f8b0:4002:c08::9a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,86
13582,74.125.138.148,192.168.46.2,QUIC,66
13583,192.168.46.2,74.125.138.148,QUIC,78
13584,2607:f8b0:4002:c09::71,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,86
13585,74.125.138.148,192.168.46.2,QUIC,66
13586,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c2c::9c,QUIC,1292
13587,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c2c::9c,QUIC,1292
13588,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c2c::9c,QUIC,141
13589,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c2c::9c,QUIC,742
13590,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c2c::9c,QUIC,189
13591,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c2c::9c,QUIC,189
13592,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c2c::9c,QUIC,193
13593,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c2c::9c,QUIC,1292
13594,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c2c::9c,QUIC,166
13595,2607:f8b0:4002:c2c::9c,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,102
13596,2607:f8b0:4002:c2c::9c,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13597,2607:f8b0:4002:c2c::9c,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
13598,2607:f8b0:4002:c2c::9c,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,344
13599,2607:f8b0:4002:c2c::9c,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1010
13600,2607:f8b0:4002:c2c::9c,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,109
13601,2607:f8b0:4002:c2c::9c,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,92
13602,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c2c::9c,QUIC,1292
13603,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c2c::9c,QUIC,93
13604,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c2c::9c,QUIC,93
13605,2607:f8b0:4002:c2c::9c,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,89
13606,2607:f8b0:4002:c2c::9c,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,368
13607,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c2c::9c,QUIC,97
13608,2607:f8b0:4002:c2c::9c,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,102
13609,2607:f8b0:4002:c2c::9c,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,102
13610,2607:f8b0:4002:c2c::9c,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,102
13611,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c2c::9c,QUIC,98
13613,2607:f8b0:4002:c2c::9c,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,162
13614,2607:f8b0:4002:c2c::9c,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,84
13616,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c2c::9c,QUIC,98
13619,2607:f8b0:4002:c2c::9c,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,182
13620,2607:f8b0:4002:c2c::9c,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,85
13621,2607:f8b0:4002:c2c::9c,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,85
13622,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c2c::9c,QUIC,93
13653,2607:f8b0:4002:c2c::9c,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,86
13696,192.168.46.2,35.227.252.103,QUIC,1292
13697,192.168.46.2,35.227.252.103,QUIC,1292
13701,35.227.252.103,192.168.46.2,QUIC,82
13702,35.227.252.103,192.168.46.2,QUIC,1292
13703,35.227.252.103,192.168.46.2,QUIC,1292
13704,35.227.252.103,192.168.46.2,QUIC,1292
13705,35.227.252.103,192.168.46.2,QUIC,1062
13706,192.168.46.2,35.227.252.103,QUIC,81
13707,192.168.46.2,35.227.252.103,QUIC,203
13715,35.227.252.103,192.168.46.2,QUIC,627
13716,35.227.252.103,192.168.46.2,QUIC,163
13717,192.168.46.2,35.227.252.103,QUIC,73
13728,35.227.252.103,192.168.46.2,QUIC,66
13748,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c2c::9c,QUIC,384
13753,2607:f8b0:4002:c2c::9c,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,113
13790,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c2c::9c,QUIC,98
13791,2607:f8b0:4002:c2c::9c,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,107
13792,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c2c::9c,QUIC,95
13806,2607:f8b0:4002:c2c::9c,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,86
13827,192.168.46.2,35.227.252.103,QUIC,676
13842,35.227.252.103,192.168.46.2,QUIC,298
13843,192.168.46.2,35.227.252.103,QUIC,78
13869,35.227.252.103,192.168.46.2,QUIC,66
13905,192.168.46.2,74.125.138.148,QUIC,1292
13906,192.168.46.2,74.125.138.148,QUIC,1292
13907,192.168.46.2,74.125.138.148,QUIC,437
13908,192.168.46.2,74.125.138.148,QUIC,102
13909,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c2c::9c,QUIC,134
13941,74.125.138.148,192.168.46.2,QUIC,65
13942,74.125.138.148,192.168.46.2,QUIC,69
13944,2607:f8b0:4002:c2c::9c,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,142
13949,192.168.46.2,74.125.138.148,QUIC,74
13952,74.125.138.148,192.168.46.2,QUIC,782
13953,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c2c::9c,QUIC,98
13954,2607:f8b0:4002:c2c::9c,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,136
13955,2607:f8b0:4002:c2c::9c,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,86
13956,192.168.46.2,74.125.138.148,QUIC,78
13961,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c2c::9c,QUIC,95
13974,74.125.138.148,192.168.46.2,QUIC,66
13991,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c2c::9c,QUIC,134
13996,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c2c::9c,QUIC,134
13998,2607:f8b0:4002:c2c::9c,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,113
13999,2607:f8b0:4002:c2c::9c,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,83
14003,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c2c::9c,QUIC,97
14006,2607:f8b0:4002:c2c::9c,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,113
14027,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c2c::9c,QUIC,98
14042,192.168.46.2,74.125.138.148,QUIC,1292
14043,192.168.46.2,74.125.138.148,QUIC,1292
14051,192.168.46.2,74.125.138.148,QUIC,1292
14052,192.168.46.2,74.125.138.148,QUIC,1292
14058,2607:f8b0:4002:c2c::9c,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,85
14060,74.125.138.148,192.168.46.2,QUIC,82
14061,74.125.138.148,192.168.46.2,QUIC,1292
14062,74.125.138.148,192.168.46.2,QUIC,1292
14063,74.125.138.148,192.168.46.2,QUIC,1292
14064,74.125.138.148,192.168.46.2,QUIC,1292
14065,74.125.138.148,192.168.46.2,QUIC,1246
14066,192.168.46.2,74.125.138.148,QUIC,1292
14067,192.168.46.2,74.125.138.148,QUIC,82
14068,192.168.46.2,74.125.138.148,QUIC,204
14069,192.168.46.2,74.125.138.148,QUIC,630
14078,74.125.138.148,192.168.46.2,QUIC,82
14079,74.125.138.148,192.168.46.2,QUIC,1292
14080,74.125.138.148,192.168.46.2,QUIC,1292
14081,74.125.138.148,192.168.46.2,QUIC,1292
14082,74.125.138.148,192.168.46.2,QUIC,1292
14083,74.125.138.148,192.168.46.2,QUIC,64
14084,74.125.138.148,192.168.46.2,QUIC,993
14085,74.125.138.148,192.168.46.2,QUIC,163
14086,74.125.138.148,192.168.46.2,QUIC,69
14088,74.125.138.148,192.168.46.2,QUIC,341
14091,74.125.138.148,192.168.46.2,QUIC,1292
14092,74.125.138.148,192.168.46.2,QUIC,162
14093,192.168.46.2,74.125.138.148,QUIC,1292
14094,192.168.46.2,74.125.138.148,QUIC,82
14095,192.168.46.2,74.125.138.148,QUIC,205
14096,192.168.46.2,74.125.138.148,QUIC,74
14097,192.168.46.2,74.125.138.148,QUIC,77
14098,192.168.46.2,74.125.138.148,QUIC,75
14099,192.168.46.2,74.125.138.148,QUIC,77
14100,74.125.138.148,192.168.46.2,QUIC,992
14101,74.125.138.148,192.168.46.2,QUIC,164
14102,192.168.46.2,74.125.138.148,QUIC,629
