No.,Source,Destination,Protocol,Length,Protocol_num,Packet_Count,Result
51722,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51723,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51724,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51725,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51726,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51727,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51728,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51729,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::61,QUIC,94,4,3796,Normal
51730,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::61,QUIC,94,4,3796,Normal
51731,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::61,QUIC,94,4,3796,Normal
51732,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::61,QUIC,94,4,3796,Normal
51733,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::61,QUIC,94,4,3796,Normal
51734,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::61,QUIC,94,4,3796,Normal
51735,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::61,QUIC,94,4,3796,Normal
51736,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::61,QUIC,94,4,3796,Normal
51737,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::61,QUIC,99,4,3796,Normal
51738,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::61,QUIC,94,4,3796,Normal
51739,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::61,QUIC,94,4,3796,Normal
51740,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::61,QUIC,94,4,3796,Normal
51741,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::61,QUIC,94,4,3796,Normal
51742,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::61,QUIC,94,4,3796,Normal
51743,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::61,QUIC,94,4,3796,Normal
51744,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::61,QUIC,94,4,3796,Normal
51745,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::61,QUIC,94,4,3796,Normal
51746,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::61,QUIC,95,4,3796,Normal
51747,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::61,QUIC,95,4,3796,Normal
51748,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::61,QUIC,95,4,3796,Normal
51749,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51750,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51751,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51752,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51753,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,118,4,764,Normal
51754,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::61,QUIC,95,4,3796,Normal
51756,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,87,4,764,Normal
51757,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::61,QUIC,96,4,3796,Normal
51803,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4826:7700::,QUIC,1292,4,3796,Normal
51804,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4826:7700::,QUIC,1292,4,3796,Normal
51805,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4826:7700::,QUIC,1292,4,3796,Normal
51806,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4826:7700::,QUIC,144,4,3796,Normal
51807,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4826:7700::,QUIC,1288,4,3796,Anomaly
51808,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4826:7700::,QUIC,487,4,3796,Anomaly
51814,2001:4860:4826:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,102,4,38,Normal
51815,2001:4860:4826:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,102,4,38,Normal
51816,2001:4860:4826:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,38,Normal
51817,2001:4860:4826:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,38,Normal
51818,2001:4860:4826:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,38,Normal
51819,2001:4860:4826:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,689,4,38,Normal
51820,2001:4860:4826:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,665,4,38,Normal
51821,2001:4860:4826:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,484,4,38,Normal
51822,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4826:7700::,QUIC,140,4,3796,Normal
51823,2001:4860:4826:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,85,4,38,Normal
51824,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4826:7700::,QUIC,93,4,3796,Normal
51831,2001:4860:4826:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,193,4,38,Normal
51832,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4826:7700::,QUIC,93,4,3796,Normal
51833,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::61,QUIC,136,4,3796,Normal
51834,2001:4860:4826:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1288,4,38,Normal
51835,2001:4860:4826:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,38,Normal
51836,2001:4860:4826:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,38,Normal
51837,2001:4860:4826:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,38,Normal
51838,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4826:7700::,QUIC,97,4,3796,Normal
51839,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4826:7700::,QUIC,93,4,3796,Normal
51840,2001:4860:4826:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,38,Normal
51841,2001:4860:4826:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,38,Normal
51842,2001:4860:4826:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,38,Normal
51843,2001:4860:4826:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,38,Normal
51844,2001:4860:4826:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,38,Normal
51845,2001:4860:4826:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,38,Normal
51846,2001:4860:4826:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1172,4,38,Normal
51847,2001:4860:4826:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1287,4,38,Normal
51848,2001:4860:4826:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,209,4,38,Normal
51850,2001:4860:4826:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1287,4,38,Normal
51851,2001:4860:4826:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,38,Normal
51852,2001:4860:4826:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,38,Normal
51853,2001:4860:4826:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,38,Normal
51854,2001:4860:4826:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,38,Normal
51855,2001:4860:4826:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,38,Normal
51856,2001:4860:4826:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,38,Normal
51857,2001:4860:4826:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,38,Normal
51858,2001:4860:4826:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,38,Normal
51859,2001:4860:4826:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,38,Normal
51860,2001:4860:4826:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,38,Normal
51861,2001:4860:4826:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,38,Normal
51862,2001:4860:4826:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,296,4,38,Normal
51867,2001:4860:4826:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,85,4,38,Normal
51868,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1288,4,764,Normal
51869,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51870,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51871,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51872,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51873,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51874,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51875,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51876,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51877,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51878,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51879,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1089,4,764,Anomaly
51880,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1287,4,764,Normal
51881,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51882,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51883,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51884,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51885,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51886,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51887,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51888,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51889,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51890,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51891,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51892,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51893,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,812,4,764,Anomaly
51894,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51895,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51896,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51897,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51898,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51899,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51900,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51901,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51902,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51903,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51904,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51905,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51906,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51907,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,811,4,764,Anomaly
51908,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1285,4,764,Normal
51909,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51910,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51911,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51912,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51913,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51914,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51915,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51916,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51917,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51918,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51919,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51920,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51921,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51922,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51923,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51924,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51925,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51926,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51927,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51928,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51929,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51930,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51931,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51932,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51933,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51934,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51935,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,323,4,764,Anomaly
51936,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1285,4,764,Normal
51937,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51938,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51939,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51940,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51941,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51942,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51943,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51944,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51946,2001:4860:4826:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,38,Normal
51947,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4826:7700::,QUIC,94,4,3796,Normal
51948,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4826:7700::,QUIC,93,4,3796,Normal
51949,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4826:7700::,QUIC,93,4,3796,Normal
51950,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4826:7700::,QUIC,93,4,3796,Normal
51951,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4826:7700::,QUIC,93,4,3796,Normal
51952,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4826:7700::,QUIC,93,4,3796,Normal
51953,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4826:7700::,QUIC,93,4,3796,Normal
51954,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4826:7700::,QUIC,93,4,3796,Normal
51955,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4826:7700::,QUIC,93,4,3796,Normal
51956,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4826:7700::,QUIC,93,4,3796,Normal
51957,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4826:7700::,QUIC,93,4,3796,Normal
51958,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4826:7700::,QUIC,95,4,3796,Normal
51960,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::61,QUIC,98,4,3796,Normal
51961,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::61,QUIC,94,4,3796,Normal
51962,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::61,QUIC,94,4,3796,Normal
51963,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51964,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51965,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51966,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51967,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51968,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51969,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51970,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51971,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51972,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51973,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51974,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51975,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51976,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51977,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51978,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51979,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51980,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51981,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51982,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::61,QUIC,94,4,3796,Normal
51983,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51984,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::61,QUIC,94,4,3796,Normal
51985,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51986,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51987,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51988,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51989,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51990,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51991,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51992,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51993,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51994,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
51995,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::61,QUIC,95,4,3796,Normal
51996,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::61,QUIC,94,4,3796,Normal
51997,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::61,QUIC,95,4,3796,Normal
51998,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::61,QUIC,95,4,3796,Normal
51999,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::61,QUIC,94,4,3796,Normal
52000,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::61,QUIC,95,4,3796,Normal
52001,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::61,QUIC,95,4,3796,Normal
52002,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
52003,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
52004,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
52005,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
52006,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
52007,2607:f8b0:4002:c0f::61,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,764,Normal
