No.,Source,Destination,Protocol,Length
1650,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:fd01:6453::f,TLSv1.3,282
1651,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:fd01:6453::f,TLSv1.3,275
1652,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:fd01:6453::f,TLSv1.3,275
1653,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:fd01:6453::f,TLSv1.3,125
1654,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:fd01:6453::f,TLSv1.3,276
1655,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:fd01:6453::f,TLSv1.3,276
1656,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:fd01:6453::f,TLSv1.3,276
1657,2001:558:fd01:6453::f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,86
1658,2001:558:fd01:6453::f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,86
1659,2001:558:fd01:6453::f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TLSv1.3,563
1660,2001:558:fd01:6453::f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TLSv1.3,402
1661,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:fd01:6453::f,TCP,86
1662,2001:558:fd01:6453::f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,86
1663,2001:558:fd01:6453::f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TLSv1.3,314
1664,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:fd01:6453::f,TCP,86
1665,2001:558:fd01:6453::f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TLSv1.3,125
1666,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:fd01:6453::f,TCP,86
1667,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4829:7700::,QUIC,1292
1668,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4829:7700::,QUIC,1292
1669,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4829:7700::,QUIC,1292
1670,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4829:7700::,QUIC,138
1671,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4829:7700::,QUIC,1288
1672,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4829:7700::,QUIC,487
1673,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:fd01:6453::f,TLSv1.3,121
1674,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4023:3003::5e,QUIC,1292
1675,2001:558:fd01:6453::f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,86
1676,2001:558:fd01:6453::f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TLSv1.3,237
1677,2001:558:fd01:6453::f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TLSv1.3,300
1678,2001:558:fd01:6453::f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TLSv1.3,283
1679,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:fd01:6453::f,TCP,86
1680,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::8a,QUIC,1292
1681,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::8a,QUIC,1292
1682,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::8a,QUIC,141
1683,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,102
1684,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,102
1685,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
1686,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
1687,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
1688,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,685
1689,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,669
1690,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,480
1691,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,89
1692,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4829:7700::,QUIC,140
1693,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4829:7700::,QUIC,93
1694,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4829:7700::,QUIC,93
1695,2607:f8b0:4002:c06::8a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,102
1696,2607:f8b0:4002:c06::8a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
1697,2607:f8b0:4002:c06::8a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
1698,2607:f8b0:4002:c06::8a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,344
1699,2607:f8b0:4002:c06::8a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,692
1700,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::8a,QUIC,1292
1701,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::8a,QUIC,93
1702,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::8a,QUIC,1288
1703,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::8a,QUIC,1288
1704,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::8a,QUIC,721
1705,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,182
1706,2607:f8b0:4002:c06::8a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,189
1707,2607:f8b0:4002:c06::8a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,87
1708,2607:f8b0:4002:c06::8a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,91
1709,2607:f8b0:4002:c06::8a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,87
1710,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::8a,QUIC,94
1711,2607:f8b0:4023:3003::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
1712,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1288
1713,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4023:3003::5e,QUIC,440
1714,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4829:7700::,QUIC,97
1715,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
1716,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
1717,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
1718,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
1719,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
1720,2607:f8b0:4002:c06::8a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,900
1721,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
1722,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
1723,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
1724,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
1725,2607:f8b0:4002:c06::8a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,112
1726,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
1727,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
1728,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
1729,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
1730,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
1731,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
1732,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
1733,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4829:7700::,QUIC,93
1734,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4829:7700::,QUIC,93
1735,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4829:7700::,QUIC,93
1736,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
1737,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
1738,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4829:7700::,QUIC,93
1739,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4829:7700::,QUIC,93
1740,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4829:7700::,QUIC,93
1741,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4829:7700::,QUIC,93
1742,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4829:7700::,QUIC,93
1743,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4829:7700::,QUIC,93
1744,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
1745,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
1746,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
1747,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
1748,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
1749,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,435
1750,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::8a,QUIC,97
1751,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,85
1752,2607:f8b0:4023:3003::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,86
1753,2001:558:fd01:6453::f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,86
1754,2607:f8b0:4023:3003::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,138
1755,2607:f8b0:4023:3003::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,83
1756,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4023:3003::5e,QUIC,93
1757,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4023:3003::5e,QUIC,97
1758,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4829:7700::,QUIC,93
1759,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4829:7700::,QUIC,93
1760,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4829:7700::,QUIC,93
1761,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
1762,2607:f8b0:4002:c06::8a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,86
1763,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4829:7700::,QUIC,95
1764,2607:f8b0:4023:3003::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,86
1765,2a06:98c1:3108::ac40:94eb,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TLSv1.2,110
1766,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2a06:98c1:3108::ac40:94eb,TCP,86
1767,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2a06:98c1:3108::ac40:94eb,TLSv1.2,114
1768,2a06:98c1:3108::ac40:94eb,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,86
1769,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed:443::106,TCP,74
1770,2001:558:feed:443::106,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,86
1771,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed:443::106,TCP,74
1772,2001:558:feed:443::106,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,86
1773,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed:443::106,TCP,74
1774,2001:558:feed:443::106,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,86
1775,fe80::3a94:edff:fed4:d02b,ff02::1,ICMPv6,174
1776,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c10::bc,TCP,74
1777,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::bc,TCP,74
1778,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4829:7700::,QUIC,1288
1779,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4829:7700::,QUIC,1292
1780,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4829:7700::,QUIC,1292
1781,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4829:7700::,QUIC,1292
1782,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4829:7700::,QUIC,1292
1783,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4829:7700::,QUIC,1292
1784,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4829:7700::,QUIC,1292
1785,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4829:7700::,QUIC,1292
1786,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4829:7700::,QUIC,1292
1787,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4829:7700::,QUIC,1068
1788,2607:f8b0:4002:c10::bc,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,86
1789,2607:f8b0:4002:c0f::bc,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,86
1790,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,89
1791,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,86
1792,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,86
1793,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,86
1794,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,86
1795,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4829:7700::,QUIC,94
1796,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1288
1797,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
1798,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4829:7700::,QUIC,97
1799,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
1800,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,199
1801,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,97
1802,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,223
1803,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4829:7700::,QUIC,93
1804,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4829:7700::,QUIC,93
1805,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,87
1806,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:fd01:6453::f,TLSv1.3,276
1807,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:fd01:6453::f,TLSv1.3,275
1808,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:fd01:6453::f,TLSv1.3,275
1809,2001:558:fd01:6453::f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,86
1810,2001:558:fd01:6453::f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,86
1811,2001:558:fd01:6453::f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TLSv1.3,563
1812,2001:558:fd01:6453::f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TLSv1.3,402
1813,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:fd01:6453::f,TCP,86
1814,2001:558:fd01:6453::f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TLSv1.3,314
1815,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:fd01:6453::f,TCP,86
1816,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4829:7700::,QUIC,1292
1817,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4829:7700::,QUIC,1292
1818,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4829:7700::,QUIC,1292
1819,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4829:7700::,QUIC,142
1820,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:fd01:6453::f,TLSv1.3,121
1821,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,102
1822,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,102
1823,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
1824,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
1825,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
1826,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,689
1827,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,665
1828,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,484
1829,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4829:7700::,QUIC,140
1830,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4829:7700::,QUIC,93
1831,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4829:7700::,QUIC,1288
1832,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4829:7700::,QUIC,1292
1833,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4829:7700::,QUIC,201
1834,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,188
1835,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,91
1836,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,87
1837,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,87
1838,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4829:7700::,QUIC,93
1839,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,452
1840,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,83
1841,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4829:7700::,QUIC,97
1842,2001:558:fd01:6453::f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,86
1843,2001:4860:4829:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,86
1844,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c10::5f,UDP,91
1845,2607:f8b0:4002:c10::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,UDP,88
1846,2607:f8b0:4002:c10::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,UDP,222
1847,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c10::5f,UDP,95
1848,2607:f8b0:4002:c10::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,UDP,142
1849,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c10::5f,UDP,95
1850,2607:f8b0:4002:c10::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,UDP,142
1851,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c10::5f,UDP,95
1852,fe80::1867:809a:daeb:dc0,fe80::3a94:edff:fed4:d02b,ICMPv6,86
1853,fe80::3a94:edff:fed4:d02b,fe80::1867:809a:daeb:dc0,ICMPv6,78
1854,2a06:98c1:3108::ac40:94eb,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TLSv1.2,110
1855,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2a06:98c1:3108::ac40:94eb,TCP,86
1856,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2a06:98c1:3108::ac40:94eb,TLSv1.2,114
1857,2a06:98c1:3108::ac40:94eb,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,86
1858,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed:443::105,TCP,74
1859,2001:558:feed:443::105,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,86
1860,fe80::3a94:edff:fed4:d02b,ff02::1,ICMPv6,174
1861,fe80::3a94:edff:fed4:d02b,fe80::1867:809a:daeb:dc0,ICMPv6,86
1862,fe80::1867:809a:daeb:dc0,fe80::3a94:edff:fed4:d02b,ICMPv6,78
1863,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed:443::106,TCP,74
1864,2001:558:feed:443::106,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,86
1865,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:1000::281,QUIC,1412
1866,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:1000::281,QUIC,736
1867,2620:149:a16:1000::281,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1262
1868,2620:149:a16:1000::281,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1262
1869,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:1000::281,QUIC,179
1870,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:1000::281,QUIC,1412
1871,2620:149:a16:1000::281,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1262
1872,2620:149:a16:1000::281,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1262
1873,2620:149:a16:1000::281,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,859
1874,2620:149:a16:1000::281,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,94
1875,2620:149:a16:1000::281,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,94
1876,2620:149:a16:1000::281,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,119
1877,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:1000::281,QUIC,108
1878,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:1000::281,QUIC,296
1879,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:1000::281,QUIC,108
1880,2620:149:a16:1000::281,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,92
1881,2620:149:a16:1000::281,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1412
1882,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:1000::281,QUIC,108
1883,2620:149:a16:1000::281,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,96
1884,2620:149:a16:1000::281,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,179
1885,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:1000::281,QUIC,108
1886,2620:149:a16:1000::281,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1412
1887,2620:149:a16:1000::281,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1412
1888,2620:149:a16:1000::281,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1412
1889,2620:149:a16:1000::281,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,239
1890,2620:149:a16:1000::281,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1412
1891,2620:149:a16:1000::281,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1286
1892,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:1000::281,QUIC,108
1893,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:1000::281,QUIC,189
1894,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:1000::281,QUIC,1005
1895,2620:149:a16:1000::281,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,96
1896,2620:149:a16:1000::281,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,96
1897,2620:149:a16:1000::281,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,400
1898,2620:149:a16:1000::281,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,400
1899,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:1000::281,QUIC,108
1900,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c10::5f,UDP,91
1901,2620:149:a16:1000::281,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1412
1902,2620:149:a16:1000::281,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1412
1903,2620:149:a16:1000::281,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1412
1904,2620:149:a16:1000::281,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1412
1905,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:1000::281,QUIC,108
1906,2620:149:a16:1000::281,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1412
1907,2620:149:a16:1000::281,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,232
1908,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:1000::281,QUIC,108
1909,2607:f8b0:4002:c10::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,UDP,88
1910,2607:f8b0:4002:c10::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,UDP,222
1911,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c10::5f,UDP,95
1912,2607:f8b0:4002:c10::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,UDP,142
1913,2607:f8b0:4002:c10::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,UDP,86
1914,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c10::5f,UDP,95
1915,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed::2,DNS,95
1916,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed::2,DNS,95
